name
Addalachchenai 344/C
Addalachchenai Central
Nikaweratiya East 440/A
Nikaweratiya East 465
Nikaweratiya East 647/B
Nikaweratiya Ihala
Nikaweratiya Ihala 498
Nikaweratiya Ihala 802/B
Nikaweratiya North 359/A
Nikaweratiya North 515/B
Nikaweratiya Pahala
Nikaweratiya Pahala 450/C
Nikaweratiya South
Nikaweratiya South 38/A
Nikaweratiya South 53/C
Nikaweratiya West 849/C
Nikaweratiya West 897/A
Nintavur
Nintavur 333/A
Nintavur 68
Nintavur 870/C
Nintavur Central 255
Nintavur Central 907/B
Nintavur Central 966/A
Nintavur East
Nintavur East 642
Nintavur East 813/C
Nintavur Ihala 395/A
Nintavur North
Nintavur North 121/A
Nintavur North 263/C
Nintavur North 42/B
Nintavur North 712/A
Nintavur North 953
Nintavur Pahala
Nintavur Pahala 191/C
Nintavur Pahala 625/A
Nintavur Pahala 976/A
Nintavur South
Nintavur South 7
Nivithigala
Nivithigala 149/A
Nivithigala 448/C
Nivithigala 583
Nivithigala Central
Nivithigala East 351/A
Nivithigala East 782/B
Nivithigala North 390/B
Nivithigala North 66/C
Nivithigala Pahala
Nivithigala Pahala 357/B
Nivithigala Pahala 670/C
Nivithigala Pahala 920/B
Nivithigala South 106
Nivithigala South 133
Nivithigala South 341/A
Nivithigala South 573/A
Nivithigala South 678/B
Nivithigala South 839/B
Nivithigala West 319/A
Nivithigala West 802
Niyagama Central
Niyagama Central 121/A
Niyagama Central 486/A
Niyagama Central 753/B
Niyagama East
Niyagama East 41
Niyagama Ihala 724
Niyagama Ihala 895
Niyagama North
Niyagama North 679/A
Niyagama North 824/A
Niyagama North 957
Niyagama Pahala
Niyagama Pahala 39
Nochchiyagama 844
Nochchiyagama Central
Nochchiyagama East 370/C
Nochchiyagama Ihala
Nochchiyagama Ihala 487
Nochchiyagama Ihala 846/B
Nochchiyagama Ihala 951/B
Nochchiyagama North
Nochchiyagama North 205
Nochchiyagama North 232/C
Nochchiyagama Pahala
Nochchiyagama Pahala 311
Nochchiyagama Pahala 415/C
Nochchiyagama Pahala 969/A
Nochchiyagama South 515/A
Nochchiyagama West
Nochchiyagama West 168/C
Nochchiyagama West 612
Nuwara Eliya
Nuwara Eliya Central 370/B
Nuwara Eliya East 65/C
Nuwara Eliya Ihala 309
Nuwara Eliya Ihala 362/A
Nuwara Eliya Ihala 375/A
Nuwara Eliya Ihala 562/A
Nuwara Eliya North
Nuwara Eliya North 197
Nuwara Eliya North 225/A
Nuwara Eliya North 277/C
Nuwara Eliya Pahala 193/B
Nuwara Eliya Pahala 661/B
Nuwara Eliya Pahala 720/C
Nuwara Eliya South
Nuwara Eliya West 655/C
Oddusuddan 44/C
Oddusuddan 505
Oddusuddan 716/A
Oddusuddan Central
Oddusuddan East 581/A
Oddusuddan Ihala
Oddusuddan Ihala 844/C
Oddusuddan Ihala 9/B
Oddusuddan North 27/A
Oddusuddan Pahala
Oddusuddan Pahala 176
Oddusuddan Pahala 86/C
Oddusuddan West
Oddusuddan West 357/B
Okewela 744/B
Okewela Central
Okewela Central 308/B
Okewela Central 575/C
Okewela East 372
Okewela East 430/B
Okewela East 437/A
Okewela Ihala 673
Okewela North 202/A
Okewela North 72/B
Okewela Pahala 303/A
Okewela South
Okewela South 826
Okewela West
Okewela West 142/C
Opanayaka
Opanayaka Central 73/B
Opanayaka Central 756/B
Opanayaka East
Opanayaka East 455
Opanayaka East 571/C
Opanayaka Ihala 451/C
Opanayaka Ihala 829/A
Opanayaka North
Opanayaka Pahala
Opanayaka Pahala 854/C
Opanayaka South
Opanayaka South 221/A
Opanayaka West
Opanayaka West 273
Pachchilaipalli 275/B
Pachchilaipalli 499/B
Pachchilaipalli Central 405/B
Pachchilaipalli Central 415/C
Pachchilaipalli Central 651/A
Pachchilaipalli East 147/C
Pachchilaipalli East 372/A
Pachchilaipalli East 68/A
Pachchilaipalli East 748/C
Pachchilaipalli Ihala
Pachchilaipalli Ihala 42/A
Pachchilaipalli Ihala 645/C
Pachchilaipalli North 262/A
Pachchilaipalli North 452/C
Pachchilaipalli North 594/C
Pachchilaipalli North 970
Pachchilaipalli Pahala 449/A
Pachchilaipalli South
Pachchilaipalli South 331/A
Pachchilaipalli South 697/A
Pachchilaipalli West 240
Pachchilaipalli West 620/B
Pachchilaipalli West 775
Padaviya
Padaviya 973/B
Padaviya Central 190/A
Padaviya Central 961/B
Padaviya East
Padaviya East 379/C
Padaviya Ihala
Padaviya Ihala 415/B
Padaviya Ihala 45/B
Padaviya Ihala 470/B
Padaviya Ihala 847
Padaviya Ihala 973/A
Padaviya North
Padaviya North 111
Padaviya Pahala 503/C
Padaviya Pahala 643/A
Padaviya South 64
Padaviya South 727/C
Padaviya West
Padaviya West 24
Padaviya West 330/A
Padaviya West 694/B
Padiyathalawa 673/C
Padiyathalawa Central
Padiyathalawa Central 703/B
Padiyathalawa East
Padiyathalawa East 193/A
Padiyathalawa East 525/A
Padiyathalawa Ihala
Padiyathalawa Ihala 154/A
Padiyathalawa Ihala 375
Padiyathalawa Ihala 52/C
Padiyathalawa Pahala 410
Padiyathalawa Pahala 413/B
Padiyathalawa Pahala 755/A
Padiyathalawa Pahala 985/B
Padiyathalawa South 381/C
Padiyathalawa South 472/C
Padiyathalawa West 410/C
Padiyathalawa West 71/C
Padiyathalawa West 93
Padukka
Padukka 5
Padukka Central
Padukka Central 187/C
Padukka Central 850/B
Padukka Central 973/B
Padukka East 248/C
Padukka Ihala
Padukka Ihala 409
Padukka Ihala 47
Padukka North
Padukka North 928/B
Padukka South
Padukka South 123/C
Padukka South 153/A
Padukka South 407/A
Padukka West 880/A
Pahaladeniya
Pahaladeniya Central
Pahaladeniya Central 299
Pahaladeniya Central 45/B
Pahaladeniya East 303/C
Pahaladeniya East 849/C
Pahaladeniya Ihala 803/B
Pahaladeniya Pahala 180
Pahaladeniya Pahala 626/B
Pahaladeniya South 801/B
Pahaladeniya West
Pahaladeniya West 416
Pahaladeniya West 81/A
Pahalagala Central 130
Pahalagala Central 165/A
Pahalagala Ihala 554/C
Pahalagala North
Pahalagala North 235/B
Pahalagala South 753/B
Pahalagala West 615
Pahalagala West 838/B
Pahalagama Central
Pahalagama East
Pahalagama Ihala 112/A
Pahalagama North
Pahalagama North 326/C
Pahalagama Pahala 288
Pahalagama South 689
Pahalagamuwa Central
Pahalagamuwa Central 622/B
Pahalagamuwa Central 823
Pahalagamuwa Ihala
Pahalagamuwa North
Pahalagamuwa North 655/C
Pahalagamuwa Pahala
Pahalagamuwa Pahala 590/A
Pahalagamuwa South
Pahalagamuwa South 281/B
Pahalagamuwa West 241/B
Pahalagamuwa West 599/B
Pahalagedara Central 965/B
Pahalagedara East 424/B
Pahalagedara North 40/B
Pahalagedara North 70/A
Pahalagedara Pahala
Pahalagedara Pahala 173
Pahalagedara South 602/A
Pahalagedara West 569
Pahalagedara West 847/B
Pahalagoda
Pahalagoda 455/B
Pahalagoda 68/A
Pahalagoda Central 827
Pahalagoda East
Pahalagoda East 793/A
Pahalagoda Ihala
Pahalagoda Ihala 136/B
Pahalagoda Ihala 257/C
Pahalagoda Ihala 369/C
Pahalagoda Ihala 842/A
Pahalagoda North 471/C
Pahalagoda North 602
Pahalagoda North 627
Pahalagoda North 666/A
Pahalagoda Pahala 117
Pahalagoda Pahala 625/C
Pahalagoda South
Pahalagoda South 740
Pahalagoda West
Pahalahena
Pahalahena 461/C
Pahalahena East 128
Pahalahena East 656/A
Pahalahena Ihala
Pahalahena North
Pahalahena North 306
Pahalahena North 536
Pahalahena Pahala 682/A
Pahalahena West
Pahalahena West 708/A
Pahalakaduwa 874/A
Pahalakaduwa Central 625
Pahalakaduwa East 85
Pahalakaduwa Ihala 925
Pahalakaduwa North
Pahalakaduwa North 495/B
Pahalakaduwa North 566/B
Pahalakaduwa North 660
Pahalakaduwa Pahala
Pahalakaduwa Pahala 329
Pahalakaduwa Pahala 804
Pahalakaduwa Pahala 955
Pahalakaduwa South
Pahalakaduwa South 666/B
Pahalakaduwa West
Pahalakanda Central
Pahalakanda Central 613/C
Pahalakanda Central 726/B
Pahalakanda East 263
Pahalakanda Ihala
Pahalakanda Ihala 399/A
Pahalakanda Ihala 830/A
Pahalakanda North 858
Pahalakanda Pahala 690/C
Pahalakanda South 258/B
Pahalakanda South 366
Pahalakanda South 456/B
Pahalakanda South 84/B
Pahalakanda West 199/C
Pahalakanda West 404/A
Pahalakanda West 625/B
Pahalakanda West 8/B
Pahalakumbura East 234/B
Pahalakumbura East 294/A
Pahalakumbura East 772/C
Pahalakumbura North 112
Pahalakumbura Pahala 652/C
Pahalakumbura South 543/C
Pahalakumbura South 624/A
Pahalakumbura South 638
Pahalamulla 179/C
Pahalamulla 379/C
Pahalamulla 805
Pahalamulla Central
Pahalamulla Central 425
Pahalamulla East 713/B
Pahalamulla East 816
Pahalamulla North
Pahalamulla Pahala 496/A
Pahalamulla West 873/B
Pahalaoya 647/C
Pahalaoya Ihala
Pahalaoya Ihala 418/A
Pahalaoya North 850/B
Pahalaoya Pahala
Pahalaoya South
Pahalaoya South 751/A
Pahalaoya South 852/A
Pahalaoya West
Pahalaoya West 408/B
Pahalapitiya 125/B
Pahalapitiya 979/B
Pahalapitiya Central
Pahalapitiya Ihala 140/A
Pahalapitiya Ihala 250/A
Pahalapitiya Ihala 602/C
Pahalapitiya North 135/A
Pahalapitiya Pahala
Pahalapitiya Pahala 403/A
Pahalapitiya Pahala 889/C
Pahalapura
Pahalapura 112
Pahalapura 431
Pahalapura 837/C
Pahalapura 878/A
Pahalapura Central 405/A
Pahalapura Central 735
Pahalapura East 264/C
Pahalapura East 593/C
Pahalapura East 889
Pahalapura Ihala 722/A
Pahalapura Ihala 956/A
Pahalapura North
Pahalapura North 334
Pahalatota 363
Pahalatota Central 360
Pahalatota Central 559/B
Pahalatota Central 892/B
Pahalatota East
Pahalatota East 402/A
Pahalatota East 685/C
Pahalatota Ihala 217
Pahalatota Ihala 355/A
Pahalatota Ihala 468
Pahalatota Ihala 532/B
Pahalatota North
Pahalatota North 358/C
Pahalatota South 569/C
Pahalatota West 721/B
Pahalatota West 930/C
Pahalawatta
Pahalawatta 13
Pahalawatta 573/A
Pahalawatta Central 359/A
Pahalawatta Central 49
Pahalawatta Central 563
Pahalawatta East
Pahalawatta Ihala
Pahalawatta Ihala 425/C
Pahalawatta North 40/A
Pahalawatta Pahala
Pahalawatta Pahala 271/C
Pahalawatta South
Pahalawatta South 698/B
Pahalawatta South 853/C
Pahalawatta West
Pahalawatta West 890/C
Pahalawela
Pahalawela 547
Pahalawela Central 396/A
Pahalawela East
Pahalawela East 71/C
Pahalawela North
Pahalawela South 150/B
Pahalawela South 455/C
Pahalawela West
Pahalawela West 53/A
Pahalawela West 944/B
Pahalawela West 989
Palindanuwara
Palindanuwara 497/C
Palindanuwara 725
Palindanuwara 749/A
Palindanuwara 807
Palindanuwara 864/B
Palindanuwara East
Palindanuwara East 12
Palindanuwara East 381
Palindanuwara East 470/B
Palindanuwara Ihala
Palindanuwara Ihala 508/C
Palindanuwara Ihala 91/A
Palindanuwara North 103
Palindanuwara North 413
Palindanuwara North 712/A
Palindanuwara North 823/B
Palindanuwara Pahala
Palindanuwara South
Palindanuwara West
Palindanuwara West 272/C
Palindanuwara West 881/B
Pallama
Pallama Central 719/B
Pallama East 478
Pallama East 530/A
Pallama Ihala
Pallama Ihala 203/C
Pallama Ihala 575/B
Pallama North
Pallama North 1/A
Pallama North 502/C
Pallama North 562/C
Pallama North 701/C
Pallama Pahala 126/B
Pallama Pahala 446
Pallama Pahala 57/B
Pallama South 357/B
Pallama South 500/C
Pallama West
Pallama West 510/C
Palledeniya
Palledeniya 112
Palledeniya Central
Palledeniya Central 117/C
Palledeniya Central 651/C
Palledeniya Central 787/C
Palledeniya East 51/B
Palledeniya East 94/B
Palledeniya Ihala 66
Palledeniya North 129/C
Palledeniya North 52
Palledeniya North 909/A
Palledeniya Pahala
Palledeniya South
Palledeniya South 319/C
Palledeniya West
Palledeniya West 681
Pallegala
Pallegala 736/A
Pallegala East 351
Pallegala East 524/B
Pallegala East 664
Pallegala East 873/B
Pallegala Ihala 418
Pallegala Pahala
Pallegala Pahala 200/A
Pallegala Pahala 310
Pallegala Pahala 46/B
Pallegala South
Pallegala South 794/C
Pallegama
Pallegama 155/B
Pallegama 499
Pallegama 72/A
Pallegama 874/C
Pallegama Central
Pallegama Central 169/A
Pallegama Central 656/C
Pallegama Central 827
Pallegama Ihala
Pallegama Ihala 177/B
Pallegama Ihala 541/A
Pallegama North
Pallegama North 829/B
Pallegama Pahala
Pallegama South 889
Pallegama South 930
Pallegama West 84/C
Pallegamuwa 25/A
Pallegamuwa Central
Pallegamuwa East 788/C
Pallegamuwa Ihala
Pallegamuwa Ihala 894/C
Pallegamuwa North
Pallegamuwa North 487
Pallegamuwa North 82/C
Pallegamuwa Pahala 228
Pallegamuwa South 570/B
Pallegamuwa West 441
Pallegamuwa West 608/C
Pallegedara 177
Pallegedara 679
Pallegedara 787/A
Pallegedara Central
Pallegedara East 12/A
Pallegedara East 337
Pallegedara East 37
Pallegedara East 585/C
Pallegedara East 690/A
Pallegedara East 961/A
Pallegedara Ihala
Pallegedara North 45/C
Pallegedara Pahala
Pallegedara Pahala 421/A
Pallegedara Pahala 847/A
Pallegedara South 931
Pallegedara West
Pallegedara West 25/A
Pallegoda 598/B
Pallegoda 870
Pallegoda Central
Pallegoda Central 796/A
Pallegoda East
Pallegoda East 145/C
Pallegoda East 739
Pallegoda East 909/A
Pallegoda Ihala 330/C
Pallegoda North 260/B
Pallegoda North 456/B
Pallegoda South
Pallegoda South 799/B
Pallegoda West 579
Pallehena 780/A
Pallehena Central 555/B
Pallehena Central 966/B
Pallehena Ihala
Pallehena Ihala 520/A
Pallehena North 31/C
Pallehena Pahala
Pallehena Pahala 371/A
Pallehena South 36/B
Pallehena South 976/C
Pallehena West 553/A
Pallekaduwa East
Pallekaduwa Ihala 32/B
Pallekaduwa North
Pallekaduwa Pahala
Pallekaduwa South 838
Pallekaduwa West
Pallekaduwa West 398/C
Pallekaduwa West 635/B
Pallekanda
Pallekanda 351
Pallekanda 505
Pallekanda 905/A
Pallekanda 942/B
Pallekanda Central
Pallekanda Central 825
Pallekanda Central 962/C
Pallekanda East 271/B
Pallekanda East 282/A
Pallekanda East 405/B
Pallekanda East 464/A
Pallekanda East 78/C
Pallekanda Ihala
Pallekanda Ihala 64/C
Pallekanda North
Pallekanda North 4
Pallekanda North 95/C
Pallekanda Pahala
Pallekanda West 384/B
Pallekanda West 901
Pallekumbura 754
Pallekumbura Central
Pallekumbura Central 137/C
Pallekumbura Central 830
Pallekumbura East
Pallekumbura East 307/A
Pallekumbura East 927
Pallekumbura Ihala
Pallekumbura North
Pallekumbura North 43/B
Pallekumbura North 967
Pallekumbura Pahala
Pallekumbura Pahala 203
Pallekumbura Pahala 467/B
Pallekumbura Pahala 622/B
Pallekumbura South
Pallekumbura South 292/C
Pallekumbura South 385/A
Pallekumbura South 410
Pallekumbura South 447
Pallekumbura West 899/A
Pallemulla
Pallemulla 351
Pallemulla Central 343/A
Pallemulla Central 916
Pallemulla East
Pallemulla Ihala 729/C
Pallemulla North 718/B
Pallemulla Pahala 519/B
Pallemulla Pahala 779/A
Pallemulla South 287
Pallemulla West
Pallemulla West 454/C
Palleoya
Palleoya Central 490/A
Palleoya Central 740
Palleoya Central 829/A
Palleoya East
Palleoya East 202/A
Palleoya Ihala
Palleoya North 254/C
Palleoya Pahala 415/B
Palleoya South 117/B
Palleoya South 715/A
Palleoya West 177
Palleoya West 63/A
Palleoya West 835
Palleoya West 996/A
Pallepitiya Central
Pallepitiya Central 191/A
Pallepitiya Central 194/B
Pallepitiya Central 330
Pallepitiya Central 332/B
Pallepitiya East 838
Pallepitiya North 478
Pallepitiya North 505/A
Pallepitiya North 750/A
Pallepitiya North 88/C
Pallepitiya Pahala
Pallepitiya Pahala 449/C
Pallepitiya Pahala 532
Pallepitiya Pahala 746/B
Pallepitiya South
Pallepitiya West 235/C
Pallepura 591/C
Pallepura 636
Pallepura 728
Pallepura 983
Pallepura Central
Pallepura Central 1/A
Pallepura Central 220/B
Pallepura Central 900/A
Pallepura East
Pallepura East 38/B
Pallepura East 432
Pallepura East 755/B
Pallepura Ihala 288/B
Pallepura Ihala 815/A
Pallepura North 28/B
Pallepura North 497/B
Pallepura Pahala 612/A
Pallepura South
Pallepura West
Palletota
Palletota 249
Palletota Central 629/B
Palletota East
Palletota East 104/C
Palletota North 209/A
Palletota North 504/A
Palletota North 881/C
Palletota Pahala 228/C
Palletota South
Palletota South 319/B
Palletota West
Palletota West 119/A
Palletota West 121/A
Pallewatta
Pallewatta 206
Pallewatta 611
Pallewatta Central 490
Pallewatta Central 518/B
Pallewatta Central 706
Pallewatta East 55
Pallewatta Ihala
Pallewatta Ihala 143/B
Pallewatta North
Pallewatta Pahala 128/B
Pallewatta Pahala 442/C
Pallewatta Pahala 445/A
Pallewatta South
Pallewatta South 109
Pallewatta South 443/B
Pallewatta South 586/B
Pallewatta West
Pallewela 21/A
Pallewela 242/B
Pallewela 662
Pallewela Central
Pallewela Central 547
Pallewela East
Pallewela South 849
Pallewela South 911/A
Pallewela West 852/B
Panadura 582/A
Panadura Central 771/A
Panadura Central 780/C
Panadura East 356/B
Panadura North
Panadura North 444/C
Panadura Pahala 426/B
Panadura South
Panadura South 265/B
Pannala
Pannala 397/C
Pannala Central
Pannala Central 599/C
Pannala East 922/A
Pannala Ihala 698/B
Pannala Ihala 792/C
Pannala North
Pannala North 465/A
Pannala North 497/A
Pannala Pahala
Pannala South
Pannala South 311/C
Pannala South 61
Pannala South 760/B
Pannala South 78
Pannala West
Pannala West 466
Pannala West 511/B
Pannala West 739/A
Paranadeniya
Paranadeniya Central
Paranadeniya East
Paranadeniya East 238/A
Paranadeniya Ihala
Paranadeniya North
Paranadeniya North 149/C
Paranadeniya South
Paranadeniya South 755/B
Paranadeniya West 808/C
Paranagala
Paranagala 271/C
Paranagala 69
Paranagala Central 770/C
Paranagala East 788
Paranagala Ihala
Paranagala North
Paranagala South
Paranagala South 771
Paranagala West 121/C
Paranagala West 335/C
Paranagala West 587/B
Paranagama
Paranagama 676/B
Paranagama 705/A
Paranagama Central
Paranagama East 219/A
Paranagama Ihala
Paranagama Pahala 720/A
Paranagama South 208/C
Paranagama South 478
Paranagama West
Paranagama West 282/B
Paranagama West 663/B
Paranagama West 732/A
Paranagama West 824/A
Paranagamuwa
Paranagamuwa 40/C
Paranagamuwa Central 782
Paranagamuwa Central 955/A
Paranagamuwa East 494/B
Paranagamuwa Ihala
Paranagamuwa North
Paranagamuwa North 338/B
Paranagamuwa Pahala
Paranagamuwa Pahala 916
Paranagamuwa West 774/A
Paranagamuwa West 878
Paranagedara
Paranagedara 477/B
Paranagedara 969/C
Paranagedara Central 357
Paranagedara Central 789/A
Paranagedara Ihala 396/C
Paranagedara North 893/B
Paranagedara Pahala 42
Paranagedara South
Paranagedara South 743/A
Paranagedara South 812/B
Paranagedara West
Paranagedara West 391/C
Paranagoda
Paranagoda 191/C
Paranagoda 627/B
Paranagoda 894/C
Paranagoda Central 215/B
Paranagoda Central 781/C
Paranagoda Ihala 164/B
Paranagoda North 698/B
Paranagoda Pahala
Paranagoda Pahala 13/B
Paranagoda Pahala 433/B
Paranahena
Paranahena 255/A
Paranahena Central 644/B
Paranahena East
Paranahena East 188/B
Paranahena East 798
Paranahena East 921/B
Paranahena Ihala 296/B
Paranahena Ihala 625
Paranahena North 777/C
Paranahena Pahala 664/C
Paranahena West 540/C
Paranakaduwa 374/C
Paranakaduwa 45
Paranakaduwa Central 406/B
Paranakaduwa Central 592/C
Paranakaduwa Central 737/B
Paranakaduwa East
Paranakaduwa East 452/A
Paranakaduwa East 501/B
Paranakaduwa Ihala
Paranakaduwa Ihala 571/C
Paranakaduwa North 29
Paranakaduwa Pahala 358/B
Paranakaduwa South 684/B
Paranakaduwa South 862
Paranakaduwa West 662
Paranakaduwa West 770/B
Paranakanda 226/A
Paranakanda Central 19/B
Paranakanda East 15/B
Paranakanda East 373/A
Paranakanda East 918/C
Paranakanda East 924
Paranakanda North
Paranakanda North 927
Paranakanda South 854/C
Paranakanda West
Paranakanda West 238/B
Paranakanda West 792/C
Paranakumbura Central 281/B
Paranakumbura Central 615/C
Paranakumbura East 367/B
Paranakumbura East 641/C
Paranakumbura North
Paranakumbura North 398/A
Paranakumbura North 724/B
Paranakumbura South
Paranakumbura West 176
Paranakumbura West 757/B
Paranakumbura West 911
Paranamulla 398/C
Paranamulla East
Paranamulla North
Paranamulla North 228/B
Paranamulla South
Paranamulla South 41/A
Paranamulla West 981/C
Paranaoya Central
Paranaoya Central 434/B
Paranaoya Central 842/A
Paranaoya Ihala
Paranaoya Ihala 956/C
Paranaoya North 670/A
Paranaoya Pahala
Paranaoya Pahala 51/C
Paranaoya West 242/A
Paranaoya West 315/C
Paranaoya West 923/A
Paranapitiya 245
Paranapitiya 630
Paranapitiya Central 761/A
Paranapitiya Central 782/A
Paranapitiya Central 975/A
Paranapitiya East 208
Paranapitiya East 339/C
Paranapitiya Ihala
Paranapitiya Ihala 939
Paranapitiya Ihala 988/B
Paranapitiya North 579/C
Paranapitiya North 701/C
Paranapitiya Pahala
Paranapitiya Pahala 940
Paranapitiya Pahala 987
Paranapitiya South 293/C
Paranapitiya South 739
Paranapitiya West 947
Paranapura Central 419
Paranapura East
Paranapura East 392
Paranapura East 406/C
Paranapura East 53/C
Paranapura East 85/B
Paranapura Ihala 132/C
Paranapura Ihala 215/A
Paranapura Pahala 522/C
Paranapura Pahala 577/A
Paranapura Pahala 605/C
Paranapura South 81
Paranapura West
Paranapura West 154/C
Paranapura West 733
Paranapura West 99/A
Paranatota
Paranatota Central 403/B
Paranatota Central 73/B
Paranatota East 165/B
Paranatota East 713/A
Paranatota North
Paranatota West
Paranawatta Central 443/C
Paranawatta Central 547
Paranawatta Central 80/C
Paranawatta East
Paranawatta Ihala
Paranawatta Pahala 334/B
